Animal number,875
Age,22
Picture number,4
No,Size,Intensity
1,2.724578,295.266715
2,2.636951,258.932544
3,2.745012,324.822781
4,2.788335,294.409645
5,2.335286,234.628984
6,2.513897,204.549817
7,2.321334,294.828656
8,2.791877,263.926833
9,2.380942,398.988562
10,2.413319,320.119350
11,2.406376,311.351704
12,2.788102,287.514707
13,2.793603,201.462061
14,2.278517,291.992893
15,2.351861,361.854985
16,2.742606,388.475449
17,2.560376,345.067200
18,2.620267,287.926395
19,2.527397,231.530640
20,2.411832,269.661054
21,2.794735,314.675430
22,2.372692,371.229584
23,2.155381,370.552214
24,2.190202,391.198636
25,2.241797,175.480352
26,2.302755,225.436445
27,2.459212,326.222476
28,2.697707,196.002287
29,2.184717,203.109648
30,2.745606,290.628748
31,2.120230,406.551672
32,2.656638,288.877362
33,2.121518,323.766095
34,2.570278,349.463183
35,2.516336,259.258038
36,2.271005,156.844002
37,2.163881,314.669961
38,2.156201,326.930572
39,2.239523,297.264033
40,2.555149,360.754672
41,2.409856,287.114159
