Animal number,875
Age,22
Picture number,3
No,Size,Intensity
1,2.292951,313.001163
2,2.360847,251.346393
3,2.119193,288.033523
4,2.283549,332.773339
5,2.697359,236.228098
6,2.501284,396.272448
7,2.294452,300.463161
8,2.118013,314.094764
9,2.645486,222.023448
10,2.649836,382.014247
11,2.264198,231.899291
12,2.493607,260.715130
13,2.553789,303.453733
14,2.509150,350.393960
15,2.446080,359.370099
16,2.268638,298.332612
17,2.455973,254.083043
18,2.190277,265.207220
19,2.191682,396.840075
20,2.448257,394.629492
21,2.319697,223.457526
22,2.560603,213.590470
23,2.772249,284.436161
24,2.751987,264.169126
25,2.447250,236.928143
26,2.265753,305.962443
27,2.795975,333.166463
28,2.645626,336.211869
29,2.496363,237.379504
30,2.651639,364.815653
31,2.237918,289.322652
32,2.286397,352.303437
33,2.341907,306.348400
34,2.638152,196.364378
35,2.727822,433.826022
36,2.100778,366.342469
37,2.175162,324.251896
38,2.592581,270.731380
39,2.287521,296.763944
40,2.444949,340.849504
41,2.397113,248.738320
42,2.225652,318.510560
43,2.363842,195.234576
44,2.130217,173.996741
45,2.689008,282.444109
