Animal number,1234
Age,19
Picture number,4
No,Size,Intensity
1,2.933719,289.463765
2,2.651914,261.024614
3,2.872737,299.058785
4,3.132577,318.238820
5,3.087960,304.483463
6,2.787968,233.239537
7,2.829034,286.365599
8,2.541520,199.560566
9,3.106430,333.419908
10,2.794909,434.894963
11,3.054804,282.535226
12,2.780817,408.527137
13,3.152692,247.318997
14,2.989594,359.496357
15,2.649202,294.380662
16,2.834923,243.807410
17,2.909821,412.902745
18,2.837048,300.696163
19,2.787372,301.438926
20,2.883139,351.707244
21,3.174072,245.924739
22,2.701950,372.756430
23,2.572202,342.030050
24,2.672903,343.899133
25,2.810762,296.249503
26,2.570491,193.265366
27,3.151494,285.428061
28,2.934199,358.914115
29,3.118943,264.827216
30,2.558948,368.466886
31,2.826822,350.879400
32,2.830857,284.188887
33,2.661512,323.784501
34,3.015842,282.863881
