Animal number,875
Age,22
Picture number,5
No,Size,Intensity
1,2.220482,310.312228
2,2.169190,272.094630
3,2.741752,341.497647
4,2.118094,246.972231
5,2.328662,234.703248
6,2.624336,264.191512
7,2.657811,276.004056
8,2.545457,380.659198
9,2.250276,343.989707
10,2.210632,256.637903
11,2.224501,248.083290
12,2.426367,283.825702
13,2.238647,287.710406
14,2.773486,273.233003
15,2.743084,321.549997
16,2.328651,197.642767
17,2.478616,288.753551
18,2.732807,292.237267
19,2.121686,207.695318
20,2.570134,290.495717
21,2.679239,299.559529
22,2.602179,182.054597
23,2.611131,300.112967
24,2.195253,306.554938
25,2.506244,290.103130
26,2.218404,235.627178
27,2.491373,254.076528
28,2.300986,261.001563
29,2.506749,252.105361
30,2.659953,254.261685
31,2.266996,229.102120
32,2.698533,270.445725
33,2.566585,294.696035
34,2.268026,281.987039
35,2.322566,220.626467
36,2.284092,316.922837
37,2.126820,370.155317
38,2.657986,288.173497
39,2.187649,326.361009
40,2.229355,394.577751
41,2.682988,365.280542
42,2.606259,339.404784
43,2.469027,310.222878
44,2.220181,345.651223
45,2.630549,313.637529
46,2.795924,311.117340
47,2.675030,292.175902
48,2.542512,216.783288
49,2.646562,202.140056
