Animal number,1405
Age,15
Picture number,5
No,Size,Intensity
1,3.004665,203.720346
2,2.689023,211.839898
3,2.721663,288.799908
4,2.819223,231.877234
5,2.599549,232.252422
6,2.533586,367.251784
7,3.129008,252.830778
8,2.697983,283.243896
9,2.716162,277.357858
10,2.628326,281.416611
11,2.802073,204.313224
12,2.725424,169.528955
13,2.984561,255.136821
14,3.112088,236.188361
15,2.896606,337.625659
16,2.693821,375.595656
17,2.548794,239.345819
18,3.033562,263.754172
19,2.810995,364.138780
20,3.095702,316.814216
21,2.805311,356.128099
22,2.536661,333.950684
23,2.824877,382.728343
24,3.027426,270.607997
25,2.635474,261.413990
26,2.688197,182.629100
27,3.127613,195.407623
28,3.108978,295.788945
29,2.473948,280.030896
30,2.861776,355.161980
31,2.529054,280.010869
32,2.812531,266.738433
33,3.004410,326.004949
34,2.645923,323.384752
35,3.135005,360.345329
36,3.120071,189.817042
37,2.876714,238.747792
38,3.095375,342.796902
39,2.670596,321.194175
40,2.667366,205.496110
41,2.802439,260.673679
42,2.555187,314.574609
43,2.458700,279.335519
