Animal number,1056
Age,20
Picture number,7
No,Size,Intensity
1,2.262532,196.855962
2,2.388866,211.951276
3,2.382769,354.561265
4,2.592421,363.187910
5,2.576926,260.556069
6,2.714996,308.482996
7,2.237750,356.518722
8,2.240982,316.133856
9,2.455149,313.521159
10,2.306907,339.187518
11,2.746611,395.829509
12,2.438998,323.950803
13,2.284743,217.901928
14,2.879402,262.165187
15,2.756708,265.237254
16,2.400361,307.848459
17,2.826962,274.103597
18,2.593327,267.311770
19,2.293752,385.064202
20,2.469694,380.878471
21,2.201907,333.791077
22,2.460822,350.230718
23,2.777843,327.060257
24,2.566609,250.362658
25,2.551136,344.392299
26,2.624118,274.054717
27,2.469134,256.208456
28,2.412404,341.867072
29,2.605967,283.758206
30,2.271843,253.133762
31,2.407712,347.321830
32,2.810903,348.502754
33,2.490249,291.077779
34,2.448551,332.636015
35,2.621160,240.672603
36,2.268737,278.443102
37,2.793742,307.434828
38,2.201917,262.826938
39,2.717175,346.824423
40,2.541084,262.941563
41,2.856092,357.211243
42,2.888098,375.106414
43,2.213499,248.410476
44,2.719285,182.834346
45,2.808144,264.139993
46,2.875858,192.150838
