Animal number,1172
Age,19
Picture number,3
No,Size,Intensity
1,2.812824,325.217880
2,2.734301,280.885286
3,2.487035,337.586532
4,2.817408,234.878024
5,2.632993,332.028642
6,2.329814,265.581703
7,2.731149,329.905681
8,2.993612,277.967685
9,2.550139,297.702043
10,2.620645,329.768839
11,2.483603,160.905883
12,2.340108,291.642565
13,2.717516,297.007623
14,2.517715,307.527364
15,2.386308,417.256877
16,2.601361,348.958292
17,2.502796,195.257648
18,2.817167,197.129560
19,2.644646,319.953016
20,2.651663,216.014507
21,2.357129,257.012740
22,2.495017,190.042280
23,2.869575,355.440068
24,2.424362,334.064669
25,2.752751,264.583793
26,2.786481,308.115602
27,2.452772,265.719906
28,2.738246,267.228455
29,2.444769,308.126363
30,2.522351,183.340383
31,2.780250,255.358157
32,2.358558,244.608453
