Animal number,1056
Age,20
Picture number,5
No,Size,Intensity
1,2.382076,336.977668
2,2.498921,306.569912
3,2.264117,164.625670
4,2.286436,352.037157
5,2.791426,390.232989
6,2.472589,299.754972
7,2.555028,457.852330
8,2.822085,199.820337
9,2.797648,238.655767
10,2.372157,340.602184
11,2.820158,194.691120
12,2.250786,198.765938
13,2.501040,230.018032
14,2.778526,356.207940
15,2.615050,267.138518
16,2.812696,267.512199
17,2.343241,306.635006
18,2.627708,326.133652
19,2.566275,208.715633
20,2.570635,392.853415
21,2.430044,348.577889
22,2.204323,382.408229
23,2.404919,322.092651
24,2.549593,316.847550
25,2.231244,211.478447
26,2.642496,264.709732
27,2.540919,292.864256
28,2.677458,382.848801
29,2.426312,390.992647
30,2.415413,300.426838
31,2.679403,381.264831
32,2.807793,301.342370
33,2.264947,288.891925
34,2.685929,242.070440
35,2.265964,231.944194
36,2.213894,366.110980
37,2.478953,342.923785
38,2.560255,291.266030
39,2.767593,351.557041
