Animal number,1086
Age,19
Picture number,3
No,Size,Intensity
1,3.003293,290.342908
2,2.954797,336.141580
3,2.759449,313.072523
4,3.016919,282.852991
5,2.697099,139.023378
6,2.890909,200.443646
7,2.669800,332.844689
8,2.441749,295.756484
9,2.405502,367.913793
10,2.954940,276.504360
11,2.745147,388.843920
12,3.085569,318.793105
13,2.595371,365.919984
14,2.918205,321.341346
15,2.581532,266.635746
16,2.709352,200.199415
17,2.982721,266.334680
18,2.704431,319.506248
19,2.428257,296.436587
20,2.630286,190.147838
21,2.934628,305.257949
22,2.577060,163.954990
23,2.879487,314.179485
24,2.701346,386.962198
25,2.797948,308.248731
26,2.402453,271.611047
27,2.981122,242.560228
28,2.948145,317.412225
29,2.806671,358.615746
30,2.624854,437.393996
31,2.461043,349.711879
32,2.598208,271.286366
33,2.959633,280.941177
34,2.424625,261.874783
35,3.044571,247.264710
36,2.428333,279.145966
37,2.473384,270.848979
