Animal number,1334
Age,18
Picture number,2
No,Size,Intensity
1,2.826944,337.495301
2,2.743627,295.031297
3,2.888774,297.101943
4,2.970948,310.490270
5,2.882605,365.702169
6,2.746600,237.145465
7,2.443575,290.729349
8,2.710034,155.649491
9,3.000325,312.340971
10,2.904425,347.980476
11,2.889398,279.715972
12,2.939641,282.990950
13,2.984478,327.738816
14,2.404897,260.431689
15,2.485256,275.984023
16,2.552945,242.616516
17,3.063489,325.759028
18,2.427285,296.319523
19,2.410691,396.985517
20,2.653906,235.034426
21,2.411550,314.090264
22,2.949574,227.604098
23,2.575717,245.291101
24,2.803440,305.815926
25,2.997647,284.718440
26,2.668770,142.216394
27,2.891972,391.027087
28,2.638209,144.175986
29,2.673544,449.355944
30,2.761326,278.002133
31,3.096640,350.677447
32,2.897244,265.193096
33,2.762419,293.660168
34,2.805574,332.447660
35,2.896212,226.348451
36,2.905810,371.318702
37,2.800423,151.292437
38,2.489456,293.925229
39,2.687996,267.108468
40,2.480813,290.986086
41,2.766886,334.689708
