Animal number,1334
Age,18
Picture number,8
No,Size,Intensity
1,2.944584,264.011350
2,2.551247,394.551845
3,2.430719,295.832242
4,2.708141,265.552792
5,2.629474,193.532073
6,2.528256,265.431083
7,3.000619,310.766968
8,2.821789,288.461041
9,2.655138,276.548716
10,2.750190,292.758752
11,2.402042,375.395087
12,2.774997,254.308377
13,2.703341,307.739933
14,2.959480,288.201525
15,3.027747,352.528146
16,3.068223,298.029488
17,3.058971,298.574952
18,3.003772,301.199434
19,2.814970,252.809149
20,2.803920,310.154876
21,2.703735,331.087394
22,2.889156,211.196798
23,2.842996,369.986810
24,3.068126,310.313421
25,2.404173,238.870697
26,2.889401,216.532715
27,2.822355,289.846589
28,2.765207,315.744061
29,2.605872,317.640927
30,2.800120,326.716776
31,2.525861,270.962260
32,2.834409,277.296450
