Animal number,1086
Age,19
Picture number,1
No,Size,Intensity
1,2.671715,205.358479
2,2.666700,278.353113
3,2.668496,208.617760
4,2.475077,223.372856
5,3.081681,266.962679
6,2.475543,128.599017
7,2.654343,319.209822
8,2.487568,257.912130
9,3.031516,251.922673
10,2.524207,234.557481
11,2.861046,251.006062
12,2.631879,280.588642
13,2.668160,319.277616
14,2.752764,311.617399
15,2.822236,243.080762
16,2.902372,262.716852
17,2.559563,269.258060
18,2.957929,266.287387
19,2.506519,235.626712
20,2.902929,289.031046
21,2.712790,213.549157
22,2.477966,258.165796
23,2.478304,328.856361
24,2.563748,276.296742
25,2.825995,261.258323
26,2.634252,345.972447
27,2.854624,273.756259
28,2.550648,252.941694
29,3.078350,370.284954
30,2.813065,313.176520
31,2.497110,400.868318
32,2.672238,267.245513
33,3.096507,222.155820
34,2.400289,240.412312
35,2.918842,316.670428
36,2.648816,245.843907
37,3.015630,277.629871
38,2.436258,309.704910
39,3.080992,317.346051
40,2.722404,311.424749
41,2.674232,294.265851
42,2.509070,275.942574
43,2.427158,281.416739
44,2.482269,277.124236
45,2.650400,297.378611
46,2.743491,327.781748
47,2.865612,278.228601
48,2.543471,252.430228
49,2.481152,233.711412
