Animal number,1334
Age,18
Picture number,5
No,Size,Intensity
1,2.525226,343.841785
2,2.953844,245.212494
3,2.457834,264.513027
4,2.600876,340.674573
5,2.610459,233.842364
6,3.068317,286.122576
7,2.892473,344.021139
8,2.650960,193.829487
9,2.591849,239.010690
10,2.920890,383.000338
11,2.920752,305.609338
12,2.704870,347.381506
13,2.985627,268.342679
14,2.721096,319.041287
15,2.554921,208.454260
16,2.848438,300.633235
17,3.057080,288.974136
18,2.848162,203.561713
19,2.571972,181.544504
20,2.501772,258.900954
21,2.422080,227.976128
22,2.741922,271.701892
23,3.056508,260.912154
24,2.868780,384.748751
25,2.933642,317.763803
26,2.620083,298.562656
27,2.401935,258.909043
28,3.004001,222.816200
29,2.441199,218.697083
30,2.983467,254.631268
31,2.561400,300.855248
32,2.838795,286.314307
33,2.842969,253.108336
34,2.525615,339.408946
35,2.455199,194.570792
36,2.541996,223.986411
37,2.908317,270.806634
38,2.695981,303.887859
39,2.672056,309.236229
40,2.811869,222.822432
41,2.796490,331.999221
42,2.938134,309.975371
43,2.999165,270.817022
44,2.556375,311.842431
45,2.970287,378.632990
46,2.693594,380.419399
47,3.087038,281.210892
