Animal number,1355
Age,16
Picture number,5
No,Size,Intensity
1,3.142524,298.480408
2,2.985476,227.511305
3,2.482706,317.101730
4,3.018415,361.626183
5,2.465074,339.591069
6,2.702392,325.140204
7,2.632276,199.119996
8,2.832918,276.369469
9,3.124863,380.539697
10,3.126800,280.687868
11,2.468071,219.757542
12,2.973343,243.643617
13,2.612756,282.548849
14,2.452581,225.342074
15,2.633189,288.141869
16,3.141245,295.709694
17,2.650519,260.712838
18,2.715862,169.809663
19,2.813842,284.143826
20,2.841397,437.345507
21,2.681852,340.806040
22,2.867731,343.781459
23,2.743480,335.119164
24,2.867456,210.656575
25,2.496143,252.197754
26,2.904006,274.387570
27,2.719846,286.893654
28,2.995324,405.752252
29,2.944558,271.274648
30,2.798957,329.209815
31,2.531052,312.955729
32,2.683215,343.821845
33,2.966265,188.898738
34,3.107642,267.470317
35,2.581734,242.710060
36,2.579177,243.412714
37,2.658255,218.387837
38,2.511628,202.474312
39,2.491193,248.657487
40,2.924092,263.469710
41,2.980582,383.045466
42,3.140296,289.898262
43,2.655892,342.972348
44,2.945460,242.577451
45,2.544734,264.288836
