Animal number,1355
Age,16
Picture number,3
No,Size,Intensity
1,2.606973,192.833374
2,3.041686,182.735338
3,3.055565,323.817129
4,2.858285,374.953370
5,2.660909,253.495970
6,2.652357,369.946721
7,2.818339,206.641590
8,3.103787,332.262686
9,2.965965,138.421421
10,2.825719,257.689908
11,3.101085,250.338805
12,2.674207,128.729359
13,2.561786,296.484886
14,2.981894,280.661255
15,3.054978,196.357152
16,2.535234,201.060739
17,3.148317,326.393989
18,2.862914,263.986440
19,2.533198,383.220812
20,2.631528,340.146007
21,2.830845,324.530588
22,3.092244,285.760454
23,3.110062,214.631519
24,2.973040,347.715757
25,2.451400,355.315277
26,2.634171,252.844225
27,2.725441,205.969700
28,3.042280,165.218839
29,3.081228,402.347640
30,2.793453,243.661333
31,2.809751,312.268235
32,2.623034,296.229635
33,3.003425,306.881579
34,2.453220,226.054227
35,2.573106,312.587562
36,2.878664,242.223342
37,2.486302,287.369857
38,2.926315,375.936879
39,3.133340,360.135564
40,3.106315,316.486026
41,2.673839,242.898939
42,2.732998,218.847611
