Animal number,1172
Age,19
Picture number,5
No,Size,Intensity
1,2.930496,373.223671
2,2.930634,301.557158
3,2.331152,299.149326
4,2.368207,264.074264
5,2.446852,284.748837
6,2.932693,216.596148
7,2.376727,265.024406
8,2.424573,249.709014
9,2.777591,150.652632
10,2.856005,266.676930
11,2.994834,411.169578
12,2.783432,258.873713
13,2.794020,163.581876
14,2.727721,329.413497
15,2.526063,329.506399
16,2.490082,284.184021
17,2.899864,258.684789
18,2.501139,248.270404
19,2.727440,267.973303
20,2.721055,228.087692
21,2.514117,358.504372
22,2.615731,453.421233
23,2.639409,342.678235
24,2.705293,312.563500
25,2.632625,314.878016
26,2.940879,275.085733
27,2.421363,352.933882
28,2.522448,182.071409
29,2.511395,420.211710
30,2.791602,397.126972
31,2.512628,218.457217
32,2.938067,229.392665
33,2.799761,258.057603
34,2.859602,320.556850
35,2.479753,276.612898
36,2.864400,257.811696
37,2.493669,236.036753
