Animal number,1056
Age,20
Picture number,1
No,Size,Intensity
1,2.496916,329.105994
2,2.711218,233.768737
3,2.242477,383.949681
4,2.224734,378.021656
5,2.273887,334.942549
6,2.233731,325.141520
7,2.470611,313.571098
8,2.429619,275.890581
9,2.590366,160.547842
10,2.613823,254.745862
11,2.672382,331.536880
12,2.402806,347.535366
13,2.530436,345.727468
14,2.526213,369.324042
15,2.776059,281.303478
16,2.611720,324.295084
17,2.751559,235.568940
18,2.226819,314.960356
19,2.252695,287.288195
20,2.877731,278.252469
21,2.831950,199.278097
22,2.376918,344.079334
23,2.800067,308.508710
24,2.548770,303.800525
25,2.879470,166.260927
26,2.314471,275.691674
27,2.763436,303.563226
28,2.720317,258.256428
29,2.464130,303.625952
30,2.728524,297.392596
31,2.687640,325.292211
