Animal number,1043
Age,20
Picture number,5
No,Size,Intensity
1,2.505785,283.521560
2,2.583491,287.505651
3,2.708868,383.315412
4,2.367636,228.238235
5,2.247367,281.673439
6,2.821956,317.639087
7,2.625472,214.564164
8,2.683471,241.928567
9,2.771127,335.862702
10,2.670030,451.041589
11,2.749670,300.824175
12,2.444078,285.756891
13,2.815889,266.642733
14,2.551486,309.616264
15,2.889920,295.472618
16,2.853182,364.576235
17,2.336293,181.110431
18,2.831853,267.827474
19,2.323251,69.236128
20,2.463958,369.800117
21,2.488498,275.467291
22,2.502060,370.258593
23,2.627413,305.356825
24,2.253332,229.359210
25,2.420231,288.424328
26,2.501000,224.869840
27,2.337257,313.729250
28,2.815772,252.683107
29,2.458925,364.302888
30,2.527775,310.339619
31,2.433723,353.070788
32,2.671335,269.137662
33,2.691843,367.459133
34,2.529825,234.914554
35,2.284012,334.906295
36,2.348058,310.830637
37,2.341423,297.672065
38,2.725321,293.610281
39,2.251360,323.565121
40,2.689412,219.711307
