Animal number,1234
Age,19
Picture number,7
No,Size,Intensity
1,2.943671,218.839680
2,2.820538,361.637408
3,2.893322,236.907060
4,2.568231,332.753842
5,2.653315,386.919079
6,3.125901,209.240483
7,2.814410,340.777090
8,2.544428,204.712126
9,2.547173,183.865247
10,2.760401,334.988333
11,3.066189,291.293447
12,3.102378,224.430095
13,2.515602,415.493121
14,3.176798,372.228143
15,3.142598,261.757391
16,3.160874,242.741308
17,2.552080,259.808716
18,2.619014,407.828263
19,2.639757,148.060249
20,3.002516,232.261879
21,2.517139,364.360039
22,2.848304,237.417591
23,2.700607,365.583771
24,2.943848,306.503933
25,2.646197,318.235364
26,2.928873,298.155315
27,2.525658,362.033889
28,2.655806,284.725194
29,3.040980,323.618041
30,2.953509,359.203603
31,2.862833,233.057473
32,2.508682,269.790187
33,2.868830,448.670837
34,2.709913,303.875726
35,3.093986,192.553057
36,2.766661,292.636043
37,3.193026,207.181031
38,2.571743,260.315489
39,3.037433,351.493940
40,2.844011,162.131345
41,2.908757,292.302780
42,3.170166,357.030364
43,3.048287,331.144166
