Animal number,1334
Age,18
Picture number,4
No,Size,Intensity
1,2.774484,306.879006
2,3.077959,361.121954
3,2.662471,305.827420
4,3.009189,252.360667
5,3.082284,307.890473
6,3.010549,371.391121
7,2.967420,278.320287
8,2.649603,324.008308
9,3.079134,226.445029
10,3.048190,265.784965
11,2.609685,336.724161
12,2.545139,242.682062
13,3.063882,228.117434
14,2.419031,248.766625
15,2.880539,338.885947
16,3.013019,266.205471
17,2.812214,206.431794
18,2.562582,210.986661
19,2.911014,202.937726
20,2.637410,328.591198
21,3.095197,272.354435
22,2.544951,326.354645
23,2.733396,257.763384
24,2.726913,196.248110
25,2.458604,385.403074
26,2.486847,386.218766
27,2.422877,351.867924
28,2.856898,239.858593
29,2.536888,322.800588
30,2.809127,288.436273
31,2.937336,225.064349
32,2.449611,275.677223
33,2.434857,191.615089
34,2.429846,351.118208
35,2.846781,269.039848
36,2.651602,118.047877
37,2.955715,259.340231
38,2.749596,350.824754
39,2.443382,351.417494
