Animal number,912
Age,23
Picture number,5
No,Size,Intensity
1,2.428764,163.473793
2,2.197203,404.392758
3,2.128936,301.301403
4,2.578005,277.692738
5,2.628819,237.287193
6,2.305138,272.211556
7,2.240386,273.385978
8,2.197493,363.820215
9,2.297477,275.858786
10,2.534304,312.233259
11,2.312304,249.998672
12,2.481649,271.393668
13,2.514820,327.079667
14,2.306465,285.011744
15,2.369860,383.459297
16,2.201305,239.387240
17,2.604505,345.872216
18,2.663475,245.049870
19,2.131860,270.687520
20,2.022967,342.808765
21,2.317513,234.652390
22,2.161240,248.400068
23,2.185707,216.430388
24,2.598012,234.307108
25,2.362347,179.391922
26,2.298681,245.530857
27,2.048173,246.227047
28,2.140268,312.044958
29,2.496152,282.187405
30,2.495843,226.370249
31,2.533270,353.678348
32,2.162702,314.412641
33,2.105960,375.051670
34,2.250266,310.363703
35,2.189135,222.591250
