Animal number,1334
Age,18
Picture number,3
No,Size,Intensity
1,2.776651,292.682175
2,3.002422,318.555477
3,2.702530,279.132573
4,2.620254,237.878923
5,3.082004,316.803057
6,3.038917,323.298459
7,2.467278,303.367324
8,2.799044,152.239180
9,2.597399,274.907006
10,2.840506,335.385466
11,2.577933,211.162069
12,3.087662,370.268946
13,2.504114,311.046505
14,2.592692,350.386761
15,3.016935,349.139923
16,2.748047,347.598007
17,3.087860,295.099511
18,3.001025,149.404427
19,2.951370,199.409667
20,2.617494,298.872557
21,2.455143,332.743234
22,2.706997,291.053425
23,2.860566,300.444639
24,2.496059,428.589438
25,3.063982,307.114017
26,2.682102,283.139064
27,2.967243,317.880887
28,2.760657,302.199832
29,2.963978,293.751372
30,2.612623,248.441445
31,2.413655,244.762879
32,2.416716,302.560415
