Animal number,1283
Age,17
Picture number,4
No,Size,Intensity
1,2.788772,306.228255
2,2.856995,347.969284
3,3.077379,204.191916
4,3.045449,281.961996
5,2.691162,193.736448
6,2.985671,246.471372
7,2.539790,174.133713
8,2.551397,256.615934
9,2.438284,279.707186
10,2.825167,206.857471
11,2.578212,178.596700
12,2.434033,309.721362
13,2.880023,342.956104
14,2.865006,271.073857
15,2.995862,219.150064
16,2.457026,276.374612
17,3.045708,181.763473
18,2.504307,264.497873
19,3.014337,173.499195
20,2.681825,227.110059
21,2.933111,249.485049
22,2.453874,278.120837
23,2.971537,245.028906
24,2.401481,223.702101
25,2.458781,278.087766
26,2.764332,309.319375
27,3.077489,279.270557
28,2.680481,324.566609
29,2.848002,239.407503
30,2.632379,234.710055
31,3.049954,326.363886
32,3.085279,252.620876
33,2.492950,200.559608
34,3.057420,177.397209
35,2.741591,224.604753
36,2.652482,365.938481
37,2.583769,367.417383
38,2.964683,283.738997
