Animal number,1405
Age,15
Picture number,2
No,Size,Intensity
1,2.605448,236.341885
2,2.970105,303.568086
3,2.958653,348.545632
4,2.492814,314.440303
5,2.694695,355.857185
6,2.555624,280.459560
7,3.145215,134.106870
8,2.549155,293.905486
9,2.923333,214.279421
10,2.719992,277.508065
11,2.784535,305.318448
12,3.125951,316.320841
13,2.724734,316.018877
14,2.472964,283.959149
15,3.144246,385.468619
16,2.696574,289.152644
17,3.060255,394.348138
18,2.690610,433.838830
19,3.147365,312.523231
20,2.984530,341.298407
21,2.874519,375.556288
22,2.871007,150.048592
23,3.081926,423.971850
24,3.095732,255.188777
25,2.468283,248.773209
26,2.743572,301.913181
27,2.843989,354.301868
28,3.090434,364.257214
29,2.742662,321.527697
30,2.791049,278.769594
31,3.112024,189.531083
32,3.077715,263.633959
33,2.619804,184.546763
34,2.880189,351.187578
35,3.000467,255.463642
36,2.891118,200.193124
37,3.058134,266.441489
38,2.805666,306.228117
39,2.497897,247.077311
40,2.956061,306.915093
41,2.655325,274.971373
