Animal number,912
Age,23
Picture number,4
No,Size,Intensity
1,2.268511,391.848244
2,2.272017,329.627896
3,2.050113,361.215457
4,2.447260,309.582668
5,2.637918,187.920521
6,2.373963,298.970140
7,2.493969,386.176613
8,2.488020,255.718137
9,2.384778,319.274167
10,2.132128,308.288579
11,2.264348,297.292147
12,2.002299,273.725917
13,2.498856,284.282298
14,2.083764,343.668832
15,2.595661,307.015908
16,2.646668,374.531683
17,2.111362,271.689237
18,2.004945,305.740420
19,2.008615,212.611223
20,2.372395,309.280776
21,2.429409,356.232565
22,2.115601,238.446170
23,2.302401,329.203226
24,2.203798,383.455104
25,2.113456,327.930150
26,2.582903,273.012464
27,2.379354,263.534011
28,2.027386,238.346177
29,2.181587,303.811760
30,2.023470,346.017778
31,2.343337,302.578503
32,2.227349,275.480684
