Animal number,912
Age,23
Picture number,2
No,Size,Intensity
1,2.509710,356.191447
2,2.422679,249.926000
3,2.407664,319.623483
4,2.572917,299.614547
5,2.450365,376.620412
6,2.119121,335.734972
7,2.547644,293.978641
8,2.591125,397.195046
9,2.609315,373.515734
10,2.632567,243.618897
11,2.225445,333.139928
12,2.114498,308.962952
13,2.670701,284.600306
14,2.007984,256.929628
15,2.679378,408.018435
16,2.426404,335.795833
17,2.561186,343.920988
18,2.151023,207.714588
19,2.457800,315.627213
20,2.411490,318.444380
21,2.175918,351.954532
22,2.310345,288.314482
23,2.022623,278.924923
24,2.615485,350.310588
25,2.358259,336.045443
26,2.125003,368.987396
27,2.521537,359.430922
28,2.549399,364.778199
29,2.471262,247.795421
30,2.124540,306.257366
31,2.271705,325.993747
32,2.480575,267.845112
33,2.648474,336.061893
34,2.047645,362.977896
35,2.541233,373.832513
36,2.500343,341.568854
37,2.157488,411.276652
38,2.293142,346.738488
39,2.063476,393.644495
40,2.183219,268.005752
41,2.301413,301.928655
42,2.582758,277.753587
43,2.024242,280.247597
