Animal number,1056
Age,20
Picture number,3
No,Size,Intensity
1,2.401328,270.455569
2,2.554110,229.236748
3,2.234863,323.290140
4,2.796988,351.251780
5,2.556331,171.884873
6,2.445933,333.343640
7,2.299473,310.861151
8,2.206558,374.335565
9,2.758562,328.557829
10,2.475204,272.825508
11,2.894500,227.800996
12,2.273127,291.055859
13,2.361930,366.080228
14,2.335621,366.149930
15,2.444475,259.628939
16,2.579144,312.985891
17,2.445689,310.351589
18,2.690008,231.495103
19,2.411975,293.385605
20,2.745996,218.098142
21,2.743431,298.076264
22,2.825411,342.070847
23,2.618167,237.011856
24,2.450657,343.270997
25,2.248542,295.917825
26,2.215439,228.825169
27,2.513077,316.563441
28,2.409674,381.930763
29,2.442165,261.952151
30,2.816549,394.329158
31,2.482050,283.654449
32,2.336374,330.300830
33,2.369977,267.728246
34,2.796787,244.635664
35,2.559856,338.001823
36,2.733088,305.838274
37,2.846737,305.529358
38,2.626601,283.535767
39,2.637715,280.655012
40,2.443349,312.212117
41,2.783183,365.941493
