Animal number,1355
Age,16
Picture number,1
No,Size,Intensity
1,2.646445,293.214137
2,2.645397,273.425022
3,2.716408,313.197299
4,3.007590,348.282891
5,3.131219,353.338590
6,2.563709,299.749357
7,2.512436,314.452240
8,2.951519,143.605201
9,3.090597,328.253082
10,2.720223,310.254753
11,2.658511,223.260326
12,2.838298,183.448308
13,2.701486,153.498848
14,2.790600,358.493852
15,2.583671,214.877936
16,2.603310,180.544268
17,2.454999,281.153139
18,2.571944,437.553407
19,2.927124,288.414745
20,2.597747,204.841190
21,2.786259,239.234125
22,2.926530,249.767673
23,2.639838,342.602346
24,2.922023,254.078610
25,2.571921,370.306186
26,2.688383,225.996496
27,3.067358,270.942871
28,2.690029,243.358317
29,2.956031,205.957201
30,3.064185,369.574331
31,2.529971,251.349226
32,2.815281,264.520162
33,3.122622,243.849215
34,2.450057,249.628666
35,2.530851,280.591410
36,2.817024,273.168802
37,2.710236,319.142122
38,2.982600,171.139508
39,2.792734,290.645242
40,2.849797,263.020905
41,2.992699,300.437904
42,2.920584,269.684945
43,3.144468,225.273588
44,2.963463,295.640920
45,3.072813,282.779992
46,2.696422,249.426674
