Animal number,1355
Age,16
Picture number,4
No,Size,Intensity
1,2.619715,276.922072
2,2.908199,150.520026
3,3.115749,274.322380
4,2.803097,311.516479
5,2.560947,429.799822
6,3.114987,294.226081
7,2.969681,389.758247
8,2.705156,267.521784
9,2.624247,273.424559
10,3.069114,235.004259
11,2.916613,403.603756
12,3.131667,250.007609
13,3.091128,185.025960
14,2.555907,268.400198
15,2.480071,322.848735
16,2.843396,274.107386
17,2.769253,300.619677
18,2.903004,363.198677
19,2.818096,255.363788
20,2.817362,316.854617
21,3.082055,317.290207
22,2.492090,260.441913
23,3.052875,269.600914
24,3.058689,230.716299
25,2.479484,203.100308
26,3.122986,223.521965
27,2.588779,391.926215
28,3.047444,326.026013
29,2.919403,250.093831
30,2.495076,267.038110
31,2.767165,253.247285
32,2.890044,280.037366
33,2.851666,310.733065
34,2.669451,349.657244
35,2.498493,247.607314
36,2.600542,226.326874
37,2.897976,317.051753
38,2.779062,445.991575
39,3.144583,364.027087
40,2.877799,296.636925
41,3.047439,191.560756
42,3.097237,279.187771
