Animal number,1212
Age,18
Picture number,5
No,Size,Intensity
1,2.560607,257.383361
2,2.849402,332.188581
3,3.160528,344.439677
4,3.006067,284.396699
5,3.121362,254.003862
6,2.605239,326.023379
7,2.576402,311.801015
8,2.841415,326.516078
9,2.836074,409.809638
10,3.019063,159.246414
11,2.513389,240.932658
12,2.628584,309.369104
13,2.576259,337.822968
14,2.613640,389.265737
15,3.083883,248.343189
16,2.543475,350.777081
17,3.171815,161.008327
18,3.164532,206.001632
19,2.976453,231.641327
20,2.933786,405.343023
21,3.194861,379.787436
22,2.814213,284.175426
23,3.010980,226.150540
24,2.605927,251.048862
25,3.138942,288.357296
26,3.020644,314.682113
27,2.738903,313.681777
28,2.983990,303.768011
29,2.794817,243.814138
30,2.670806,249.908159
31,3.007592,385.321601
