Animal number,1334
Age,18
Picture number,6
No,Size,Intensity
1,2.706452,357.132420
2,2.658552,369.633141
3,2.458993,424.769307
4,2.522967,292.691032
5,2.492051,171.489619
6,2.618555,218.152826
7,2.990554,273.407462
8,2.444802,279.006772
9,2.670302,169.108226
10,2.663175,296.569157
11,2.483269,233.575637
12,2.767788,312.825963
13,2.944641,330.280795
14,2.577427,303.151322
15,2.682884,242.241806
16,2.933614,375.065081
17,2.580628,283.142466
18,2.798157,281.025906
19,2.992428,163.054621
20,2.565679,346.210970
21,2.986142,346.866642
22,2.982646,268.038480
23,2.704964,338.042030
24,2.424513,340.334622
25,2.637383,341.911151
26,2.559504,323.901093
27,2.737415,261.932363
28,2.834943,243.855855
29,3.024553,214.068072
30,2.404536,210.924856
31,2.745379,188.522830
32,3.043541,277.754385
33,2.648397,330.839158
