Animal number,1086
Age,19
Picture number,4
No,Size,Intensity
1,3.018540,184.464103
2,2.752750,214.948518
3,2.519159,275.073973
4,2.695951,286.015911
5,2.910917,259.174396
6,2.861178,271.680164
7,3.046552,305.357016
8,2.718876,237.505506
9,2.502644,283.847965
10,2.705870,318.697272
11,2.468226,279.094205
12,2.932783,260.500932
13,3.057479,284.956706
14,2.699832,350.105789
15,2.625707,314.298844
16,2.529031,292.704380
17,2.965626,239.502022
18,2.622270,240.839203
19,2.793066,335.728306
20,3.007738,257.521201
21,2.792655,348.592624
22,2.726791,246.944542
23,2.803845,216.308879
24,2.830389,266.290196
25,3.072594,258.269552
26,3.035187,312.932248
27,2.967845,267.134072
28,2.967797,370.139780
29,2.689788,223.438100
30,2.548694,375.363370
31,2.578381,380.686546
32,2.818254,241.540595
33,2.609302,333.316438
34,2.544625,353.905168
35,3.078578,247.271351
36,2.816734,370.242469
37,2.673129,323.642428
38,2.842540,307.027388
39,2.995599,231.969201
40,3.024566,171.173546
41,2.872982,324.147478
42,2.873360,334.181736
43,3.025008,235.416738
44,2.986432,253.118709
45,3.035587,411.829083
46,2.495794,223.710253
47,2.644407,290.296397
48,2.456201,256.196054
