Animal number,1405
Age,15
Picture number,1
No,Size,Intensity
1,3.032802,283.013977
2,2.805899,225.318301
3,2.713193,319.357567
4,3.021796,211.629664
5,2.977731,289.904099
6,3.144080,227.022279
7,2.996958,194.076406
8,3.048074,294.288338
9,2.616137,247.274138
10,3.131810,184.053735
11,2.832481,268.232001
12,2.834173,341.610053
13,2.807013,319.233244
14,2.651446,394.338286
15,3.018445,279.752533
16,2.583715,210.487299
17,3.018029,170.375424
18,2.728253,423.943849
19,2.456642,230.416298
20,3.096203,236.460384
21,2.746412,338.218030
22,3.002660,296.302065
23,2.931256,263.865625
24,2.767044,283.079435
25,2.914765,187.453106
26,2.625133,335.005196
27,3.102193,315.415746
28,3.009430,221.280152
29,2.938831,317.294307
30,2.720724,224.467823
