Animal number,1405
Age,15
Picture number,7
No,Size,Intensity
1,2.942068,131.435055
2,2.965570,284.360574
3,2.941833,302.740640
4,2.677256,197.110530
5,2.936855,192.501452
6,3.023969,186.473054
7,2.903336,274.328119
8,3.061856,281.690875
9,3.149864,253.081186
10,2.986703,285.487535
11,2.546200,313.644569
12,3.139810,374.088032
13,2.766708,398.059694
14,2.630843,295.036047
15,2.738728,236.792315
16,2.587855,165.398928
17,2.708831,348.019062
18,2.914840,276.796913
19,2.642925,325.426735
20,2.641318,184.309151
21,2.682271,253.265589
22,2.917092,358.753974
23,2.781404,382.453475
24,2.908150,238.278290
25,2.473536,281.670849
26,3.037473,239.982108
27,2.650099,173.063232
28,2.831764,320.588944
29,2.556509,307.612076
30,3.010495,206.373376
31,2.875699,240.239529
32,2.750487,228.710538
33,2.906327,273.480335
34,3.131670,318.859718
35,3.147101,231.746431
