Animal number,912
Age,23
Picture number,6
No,Size,Intensity
1,2.620246,298.063642
2,2.578369,301.587264
3,2.383069,361.862418
4,2.216727,306.974045
5,2.042186,250.076543
6,2.642483,316.520634
7,2.616193,308.416622
8,2.339359,245.688746
9,2.144071,267.281365
10,2.397268,331.346580
11,2.044221,426.023956
12,2.507591,298.285077
13,2.681322,251.651911
14,2.672861,234.663658
15,2.278111,346.360022
16,2.086878,237.973107
17,2.699062,348.708270
18,2.663310,271.070674
19,2.090551,276.802398
20,2.463645,250.221428
21,2.298112,246.514558
22,2.109300,388.979699
23,2.588591,232.055098
24,2.137411,349.046113
25,2.687209,343.458581
26,2.280590,294.424283
27,2.103023,291.573873
28,2.099558,262.880171
29,2.574361,245.100969
30,2.283853,227.806657
31,2.677924,305.085567
32,2.561196,258.784002
33,2.139097,257.876105
34,2.515185,275.792408
35,2.666478,302.081567
36,2.349639,200.345502
37,2.384134,274.966795
38,2.698111,188.361593
