Animal number,1172
Age,19
Picture number,2
No,Size,Intensity
1,2.810062,238.392972
2,2.375746,271.008331
3,2.637467,289.160243
4,2.784857,253.451026
5,2.326673,327.306258
6,2.503314,305.071789
7,2.507590,247.507700
8,2.637876,395.098112
9,2.897669,303.414922
10,2.541665,282.625368
11,2.869850,259.884636
12,2.735141,280.272158
13,2.997458,266.465446
14,2.795586,340.681254
15,2.306820,365.762162
16,2.830460,248.956977
17,2.306216,324.012532
18,2.621723,358.218004
19,2.405382,311.868460
20,2.329949,302.330374
21,2.809058,327.481932
22,2.803553,252.936361
23,2.549170,255.725101
24,2.703693,303.482244
25,2.899901,156.687264
26,2.871401,208.903955
27,2.945350,297.518148
28,2.537641,332.462487
29,2.410905,286.392576
30,2.897433,251.884307
31,2.601924,293.579047
32,2.452545,311.143541
33,2.593903,265.712530
34,2.350733,368.165954
35,2.999881,205.703810
36,2.390154,367.805238
37,2.816746,343.082524
38,2.830015,270.827518
39,2.317456,249.959807
40,2.688564,233.089782
41,2.599519,247.297368
42,2.486878,370.953608
43,2.381917,320.260036
