Animal number,875
Age,22
Picture number,1
No,Size,Intensity
1,2.580643,337.791051
2,2.195839,308.213339
3,2.695909,366.131234
4,2.373851,307.414473
5,2.199008,279.536530
6,2.195822,203.671857
7,2.467999,250.148859
8,2.150838,264.397006
9,2.187165,362.790470
10,2.374479,308.190813
11,2.727851,384.728747
12,2.505346,320.024333
13,2.396185,292.939683
14,2.568779,353.264183
15,2.586924,268.082429
16,2.454699,402.808317
17,2.112046,253.217975
18,2.181008,392.045350
19,2.139492,217.664468
20,2.278313,362.350971
21,2.476738,411.876023
22,2.409099,239.926855
23,2.737604,373.277599
24,2.726228,337.734125
25,2.704050,316.806448
26,2.727539,264.607265
27,2.403673,209.404635
28,2.687193,332.298923
29,2.273479,280.734958
30,2.514920,302.838981
31,2.264956,299.794223
32,2.686269,327.547934
33,2.351963,372.854279
34,2.401798,233.786876
35,2.352747,293.552859
36,2.692516,258.960573
