Animal number,1405
Age,15
Picture number,3
No,Size,Intensity
1,3.149293,364.988891
2,2.839158,147.760222
3,3.107389,279.596084
4,3.134822,230.258965
5,3.068185,410.514298
6,3.088137,362.000024
7,2.468448,428.967856
8,2.947565,277.422676
9,2.566954,262.184143
10,2.490706,292.014135
11,2.479775,324.516873
12,2.639770,244.661787
13,3.097149,299.613650
14,2.607438,259.445831
15,3.104142,330.581189
16,2.986365,198.498251
17,2.912671,423.477091
18,2.670135,276.420037
19,3.107982,389.487190
20,2.531737,292.001423
21,2.548232,245.866287
22,2.889393,101.371273
23,2.620181,282.595877
24,2.791097,310.640430
25,2.900052,363.722697
26,2.539048,309.995383
27,2.681178,235.658641
28,2.568352,266.994348
29,3.122315,216.025186
30,2.891449,296.282544
31,2.659256,251.658950
32,2.801428,187.189054
33,3.039588,221.918462
34,2.976797,249.325277
35,2.580119,311.361279
36,2.829637,297.524093
37,2.812431,228.034443
38,2.683818,175.755227
39,2.610545,269.640349
40,3.030931,199.297475
41,2.838139,289.850686
42,2.569739,281.835844
43,2.643549,338.272813
44,2.795979,355.531477
45,2.547078,302.103734
46,2.493437,194.016769
47,2.487972,369.234787
48,2.660811,239.501988
49,2.561340,308.263485
