Animal number,1043
Age,20
Picture number,4
No,Size,Intensity
1,2.240612,287.191977
2,2.523914,285.107444
3,2.675423,297.240325
4,2.841275,306.178567
5,2.265398,206.451957
6,2.564899,284.315229
7,2.714443,210.699950
8,2.545964,375.774924
9,2.238293,175.042873
10,2.577164,342.733971
11,2.347513,349.641997
12,2.626777,237.846641
13,2.802009,371.699892
14,2.310633,349.575011
15,2.375481,280.122566
16,2.279430,295.255988
17,2.501047,143.664432
18,2.506944,285.259672
19,2.677055,309.301108
20,2.740753,259.648895
21,2.501878,320.551257
22,2.223279,208.202213
23,2.378225,403.117938
24,2.534712,231.896008
25,2.705315,328.981981
26,2.324047,234.761056
27,2.509933,287.200432
28,2.697719,367.669455
29,2.434764,338.312651
30,2.283780,292.508984
31,2.869656,264.261384
32,2.795119,269.726047
33,2.319466,350.499332
34,2.786271,197.957244
35,2.813726,389.038363
36,2.552194,262.150335
