Animal number,1212
Age,18
Picture number,3
No,Size,Intensity
1,2.929290,332.516474
2,3.143470,332.540652
3,2.919399,310.504138
4,2.870278,251.248471
5,3.094300,255.350978
6,2.729640,377.274505
7,2.774689,282.846674
8,2.812722,299.216880
9,2.717148,302.756300
10,3.092562,301.045110
11,2.812726,256.997770
12,2.991359,281.052837
13,2.987960,243.825692
14,3.125559,271.430914
15,2.841836,264.727805
16,2.721763,311.797409
17,2.683791,261.451510
18,2.983100,336.664998
19,3.169791,243.368224
20,3.172355,252.362167
21,2.723776,340.620730
22,3.022949,191.990159
23,2.919337,202.937242
24,2.887366,326.064724
25,2.953359,301.564321
26,2.569902,241.998558
27,2.587522,285.652657
28,3.017632,333.628866
29,2.824865,284.959341
30,2.628452,207.945460
31,3.111835,247.749392
32,2.560674,275.242017
33,3.029057,349.319753
