Animal number,1086
Age,19
Picture number,5
No,Size,Intensity
1,2.652542,400.965275
2,2.781977,315.416247
3,2.555834,293.654857
4,2.584518,240.440473
5,2.437861,215.337769
6,2.410074,222.283155
7,2.405605,303.441702
8,2.822440,317.335502
9,3.078230,265.332552
10,2.845420,222.375426
11,2.583578,282.415934
12,2.607245,277.659401
13,2.498167,279.659288
14,2.505681,261.317414
15,2.535243,269.233454
16,3.035132,235.767987
17,3.099970,283.018644
18,2.762885,282.426239
19,2.782676,313.139825
20,2.434438,299.881501
21,2.566448,274.914874
22,2.801792,243.197225
23,2.630486,293.799540
24,2.743475,278.440502
25,2.612447,384.293094
26,2.549132,309.079250
27,2.770544,307.989513
28,2.605404,316.544721
29,2.610877,246.724548
30,2.635282,201.776903
31,2.894799,208.333378
