Animal number,912
Age,23
Picture number,1
No,Size,Intensity
1,2.046348,172.567250
2,2.160691,220.771969
3,2.146303,268.172057
4,2.132831,337.127892
5,2.236840,252.078708
6,2.377866,365.468044
7,2.339280,291.175555
8,2.394436,370.284310
9,2.312771,231.360196
10,2.673257,263.157711
11,2.422839,331.071302
12,2.347009,285.319977
13,2.076798,312.324448
14,2.569435,399.601535
15,2.515978,253.631409
16,2.160313,241.570158
17,2.371385,314.560799
18,2.433824,329.156703
19,2.237314,331.828844
20,2.102683,303.437312
21,2.648677,248.421993
22,2.438086,350.436039
23,2.355953,259.450870
24,2.527491,330.076244
25,2.163040,261.909846
26,2.126251,315.290006
27,2.346069,353.143977
28,2.131765,239.482083
29,2.427523,398.770668
30,2.080419,324.988258
31,2.328006,185.566448
32,2.293456,405.756673
33,2.088561,424.006157
34,2.206963,297.280318
35,2.430301,270.745310
36,2.329101,182.749513
37,2.496253,173.125396
38,2.491890,338.513326
