Animal number,912
Age,23
Picture number,3
No,Size,Intensity
1,2.695071,388.965518
2,2.419715,297.643521
3,2.411289,335.312828
4,2.388352,263.679856
5,2.257860,302.761874
6,2.296170,307.265719
7,2.035749,202.771762
8,2.078006,336.859317
9,2.583932,340.107140
10,2.543151,222.622423
11,2.052959,263.015412
12,2.036141,360.081609
13,2.161548,273.228055
14,2.393959,358.767657
15,2.053280,464.353334
16,2.457908,298.278266
17,2.297827,319.217607
18,2.689621,271.822330
19,2.087225,252.623271
20,2.149139,308.438272
21,2.468318,379.699008
22,2.356862,320.374033
23,2.065598,295.682492
24,2.103031,292.329675
25,2.141303,285.062750
26,2.048020,305.321364
27,2.502736,268.814165
28,2.465130,357.246162
29,2.084931,434.418142
30,2.459232,447.598211
31,2.403249,302.998775
32,2.037270,399.373333
33,2.082326,382.599994
34,2.239688,240.167949
35,2.252077,240.364836
36,2.525325,290.435660
37,2.158126,308.546981
38,2.456009,343.366920
39,2.297204,266.923264
40,2.454641,234.952035
41,2.363614,272.905093
42,2.299122,315.659119
43,2.187063,231.429030
44,2.510345,209.938702
45,2.281064,330.974490
46,2.446172,311.635204
47,2.117613,242.139150
48,2.181142,336.434781
