Animal number,1234
Age,19
Picture number,2
No,Size,Intensity
1,2.550962,257.800641
2,2.988046,380.852400
3,2.519835,286.276612
4,2.645532,276.651430
5,2.787670,342.575610
6,2.740544,354.445353
7,2.543900,272.920700
8,2.947667,275.271102
9,2.555383,232.036841
10,2.693484,291.011497
11,2.640590,334.943452
12,2.687005,285.095497
13,2.505078,188.414271
14,2.753661,266.862602
15,2.713601,426.037132
16,2.642069,320.114446
17,2.790660,305.309800
18,2.913910,418.797374
19,2.990939,295.828998
20,2.813450,316.069310
21,2.957242,245.586983
22,2.795168,300.097119
23,2.610969,317.035223
24,2.641110,228.878217
25,3.078622,306.865039
26,2.866677,320.705367
27,2.706632,265.860686
28,2.631704,318.683467
29,2.814047,270.051414
30,2.500445,324.130654
31,2.679965,243.737859
32,2.987201,290.731151
33,3.030685,300.277371
