Animal number,1283
Age,17
Picture number,5
No,Size,Intensity
1,2.845236,275.853792
2,2.727783,227.004913
3,2.791361,339.293525
4,2.463422,310.203650
5,2.772906,332.459281
6,2.725254,293.509785
7,2.995911,233.450809
8,2.446358,255.577342
9,2.651958,235.622038
10,2.882978,136.561638
11,2.574750,301.948916
12,2.918205,190.480772
13,2.405969,362.623588
14,2.979651,290.620456
15,2.857655,260.018363
16,2.482709,298.480208
17,2.904318,340.064296
18,2.475441,301.469874
19,2.891393,339.783993
20,2.697698,462.599750
21,2.636178,390.739176
22,2.550482,253.521978
23,2.684141,194.714010
24,2.639811,265.307874
25,3.003759,258.681504
26,2.921105,300.859955
27,2.513388,210.164969
28,2.416273,415.472180
29,2.954683,350.606054
30,2.499212,246.458365
