Animal number,1283
Age,17
Picture number,3
No,Size,Intensity
1,2.645781,155.576448
2,2.520986,170.383563
3,3.050376,182.756072
4,3.006036,298.402099
5,2.911567,374.110100
6,2.437716,280.582518
7,2.473892,188.261565
8,2.992787,306.137817
9,2.507053,310.367503
10,2.553926,358.766116
11,2.754585,284.152641
12,2.779847,176.156360
13,3.086809,307.678566
14,2.942057,178.914869
15,2.493790,302.539886
16,2.953347,140.175932
17,2.406416,242.898799
18,2.857676,269.722449
19,2.516910,275.894039
20,2.484318,321.438885
21,3.033203,330.718058
22,2.854808,272.744435
23,2.716948,329.772945
24,2.897291,308.582287
25,2.583860,235.988545
26,2.437821,215.762396
27,2.647225,292.250964
28,2.417979,290.778463
29,2.937319,304.172992
30,2.643234,318.366060
31,2.686192,307.969759
32,3.026947,277.249024
33,2.850751,447.302730
34,2.481256,268.416520
35,2.585371,325.278698
