Animal number,1234
Age,19
Picture number,6
No,Size,Intensity
1,3.009863,316.219588
2,2.752955,347.642176
3,2.956306,228.841698
4,2.683183,251.170280
5,2.853837,321.733966
6,3.035934,284.366648
7,2.885524,329.583183
8,2.669153,307.747656
9,2.647120,291.929541
10,2.827908,273.549651
11,2.675328,215.762291
12,3.134658,301.023420
13,3.069331,280.227775
14,3.000856,308.005897
15,3.067884,351.718612
16,3.094625,382.686256
17,3.040251,246.250038
18,2.778006,228.849116
19,2.535393,246.899415
20,2.809296,342.944708
21,2.744796,244.518579
22,2.626081,356.238053
23,2.956514,314.948544
24,3.023285,254.985186
25,2.504537,286.964641
26,2.796235,283.752864
27,3.112392,381.362501
28,2.982653,241.199727
29,2.968923,339.589350
30,3.083448,226.281201
31,2.510563,211.648677
32,2.816073,305.893524
33,3.080836,331.717742
34,2.978587,314.705626
35,3.021049,278.549311
36,2.671481,335.766828
37,3.016641,192.725039
38,2.931699,332.605864
39,3.071250,252.981535
40,3.083976,219.292875
41,2.771197,224.163225
