Animal number,1283
Age,17
Picture number,7
No,Size,Intensity
1,2.406610,328.819800
2,2.919831,261.251640
3,2.876055,279.124089
4,2.681084,198.657985
5,2.530244,284.756770
6,2.624276,278.083651
7,2.743801,333.232690
8,3.050213,327.840714
9,2.417152,280.923882
10,2.936734,321.150789
11,2.952255,168.023083
12,2.909018,283.971095
13,2.798383,269.349244
14,2.885801,349.049534
15,2.695574,273.658671
16,3.076066,210.285320
17,2.619117,251.651355
18,2.516413,231.366836
19,2.576231,239.168931
20,2.892849,313.933562
21,2.632873,201.779332
22,2.531153,308.218887
23,2.785938,227.392691
24,2.436300,271.375475
25,2.569314,332.986136
26,2.661474,315.626559
27,3.087927,351.612300
28,2.788321,221.838233
29,2.526106,311.345793
30,2.542344,379.091764
31,3.005048,340.730081
32,2.999343,248.465279
33,2.528176,303.816176
34,2.467999,298.307519
35,2.764766,333.073505
36,2.955167,196.907528
37,2.921693,260.725959
38,2.669437,289.393122
39,2.589089,286.072599
