Animal number,1283
Age,17
Picture number,1
No,Size,Intensity
1,2.400172,303.991169
2,2.794155,250.881029
3,2.851511,307.474882
4,2.739870,329.802125
5,2.413799,179.531695
6,2.892294,253.678025
7,2.581341,281.404378
8,2.970488,317.214634
9,3.001042,166.325548
10,3.049533,253.643246
11,2.815409,373.873132
12,2.574690,276.376911
13,2.648742,173.644617
14,3.054788,209.628928
15,2.923963,189.695987
16,2.626687,408.106704
17,2.964165,227.344764
18,2.958113,292.870736
19,2.773495,219.607913
20,2.998969,292.020278
21,2.843673,336.439362
22,2.819381,414.015293
23,2.730334,246.661445
24,2.989623,355.927603
25,2.867395,333.353091
26,2.796698,309.042298
27,3.096871,315.728842
28,2.606811,254.560900
29,2.522117,240.502057
30,2.554575,317.244679
31,2.410849,263.103736
32,2.524439,327.220389
33,2.924832,269.296275
34,2.650953,199.393281
35,2.933247,265.722015
36,2.886429,217.720945
37,2.958013,330.777979
38,2.508591,249.186108
39,2.438365,339.954279
40,2.905498,199.477791
41,2.427108,304.183747
42,2.871192,300.564997
