Animal number,1172
Age,19
Picture number,1
No,Size,Intensity
1,2.447835,315.017409
2,2.402043,314.833142
3,2.704293,306.206174
4,2.761899,413.383328
5,2.308535,447.606571
6,2.868857,333.615103
7,2.596533,160.483296
8,2.984158,225.622301
9,2.813515,257.009563
10,2.669050,300.609427
11,2.592648,278.056252
12,2.896208,275.032226
13,2.349298,313.527184
14,2.924626,263.372143
15,2.765278,335.949542
16,2.535398,418.184133
17,2.623046,324.520383
18,2.985161,235.197348
19,2.381999,352.164264
20,2.308043,338.018797
21,2.684963,208.048703
22,2.479113,382.914067
23,2.437361,299.305456
24,2.335366,230.426268
25,2.579676,264.401464
26,2.388874,304.843953
27,2.613459,322.031868
28,2.832804,240.361093
29,2.342446,295.752792
30,2.645666,219.761117
31,2.693170,327.374132
32,2.774216,357.286278
33,2.446426,257.065495
34,2.492797,347.439296
35,2.718337,257.826699
36,2.376008,333.848209
37,2.849566,284.831697
38,2.405519,275.243940
39,2.930897,263.520379
40,2.910044,280.575809
41,2.502621,503.267593
42,2.334522,268.031257
43,2.965541,324.692169
44,2.541744,260.231297
45,2.806648,300.046417
46,2.522831,324.850161
47,2.664073,345.877810
48,2.616639,395.254537
49,2.668095,255.521439
