Animal number,1212
Age,18
Picture number,4
No,Size,Intensity
1,2.804545,320.043874
2,2.579923,363.786193
3,2.870178,289.540992
4,3.142533,235.727747
5,2.589594,309.052044
6,2.837812,258.256466
7,2.793090,266.648848
8,2.531581,347.898730
9,3.134970,182.551827
10,2.503711,243.731017
11,3.100404,339.681255
12,2.510678,306.066407
13,2.995601,211.381040
14,2.786400,256.471401
15,3.108023,382.165497
16,2.840805,277.328991
17,2.925339,268.934644
18,3.196144,203.187083
19,2.637448,213.964686
20,3.146305,325.389615
21,2.937497,252.452562
22,2.599706,294.162873
23,2.610575,358.543159
24,2.703451,306.833060
25,2.927571,322.015132
26,3.015122,372.018228
27,2.979775,308.668515
28,2.670467,307.261176
29,2.592434,267.923533
30,2.676318,375.036084
31,2.798922,335.744743
32,2.713011,204.589268
33,3.169965,183.188036
34,2.683171,259.991031
35,2.792353,207.232004
36,2.789926,338.495318
37,2.680407,272.168359
38,2.632014,245.005162
39,2.685156,229.804549
40,2.748000,348.736613
41,2.721657,204.374387
42,2.539282,235.301271
43,2.619675,254.193056
44,3.046920,325.812842
