Animal number,1056
Age,20
Picture number,6
No,Size,Intensity
1,2.803725,286.349405
2,2.665563,278.969391
3,2.324163,326.290758
4,2.445986,180.783299
5,2.451670,383.682445
6,2.892924,387.758976
7,2.515898,427.527893
8,2.526597,419.485302
9,2.458909,267.981709
10,2.305979,345.229770
11,2.708550,371.439488
12,2.330454,307.045572
13,2.503008,303.175490
14,2.793043,369.710884
15,2.287920,318.579262
16,2.557730,342.185858
17,2.270792,347.116709
18,2.602116,258.795290
19,2.469669,296.898910
20,2.770684,377.250195
21,2.276804,249.763924
22,2.555153,308.710047
23,2.246214,353.437709
24,2.368596,377.592709
25,2.799297,241.214838
26,2.268390,272.795835
27,2.562007,329.492622
28,2.497345,312.003429
29,2.321702,240.662675
30,2.227748,337.290007
31,2.460151,216.113090
32,2.274565,362.179548
33,2.500489,335.980364
34,2.879186,387.142360
35,2.703566,310.594899
36,2.205555,327.113502
37,2.223437,391.679853
38,2.257709,325.372545
39,2.793937,253.909795
40,2.633179,365.324964
41,2.683014,305.301457
42,2.421697,270.461446
43,2.324341,457.913753
44,2.584133,366.697206
45,2.718484,295.827913
46,2.416041,291.452400
47,2.379557,254.052591
48,2.316091,273.057982
49,2.827885,237.921012
