Animal number,1355
Age,16
Picture number,2
No,Size,Intensity
1,3.114429,358.637903
2,2.826881,312.640683
3,2.692327,291.151750
4,3.026551,341.151735
5,3.050281,272.945601
6,3.038519,222.947861
7,3.072127,306.014233
8,2.881021,319.603736
9,2.991147,249.747951
10,2.608101,273.559102
11,3.044611,224.083434
12,2.822608,203.451920
13,2.950077,260.296061
14,3.062629,371.585752
15,2.613070,197.475454
16,2.980590,249.729158
17,2.870794,276.346318
18,3.026252,364.584186
19,2.734735,270.992945
20,2.730361,225.014468
21,2.976656,273.860402
22,2.934771,197.405918
23,3.091733,318.907724
24,2.705210,292.185056
25,3.145375,336.289702
26,2.979732,388.445475
27,2.709232,239.918724
28,2.484776,251.003103
29,2.693569,264.689440
30,3.147815,345.865841
31,3.061568,257.819244
32,2.455085,198.537634
33,2.786780,232.127529
34,2.554652,268.139648
35,3.138488,294.415317
36,2.896195,180.975825
37,3.065095,233.535679
38,2.753769,271.470068
39,2.506246,346.524182
