Animal number,1283
Age,17
Picture number,8
No,Size,Intensity
1,2.402897,282.019827
2,2.583952,213.062424
3,2.690481,410.484085
4,2.827595,270.785567
5,2.782095,258.233513
6,2.993211,339.202647
7,2.727182,254.348934
8,2.601336,387.646844
9,2.586486,263.391914
10,2.606253,453.571522
11,2.457438,260.568746
12,2.489322,283.879940
13,2.910876,312.881162
14,2.719478,233.689642
15,2.718049,321.668445
16,2.449910,283.206305
17,2.983649,297.596615
18,2.674247,317.240411
19,3.092238,302.487129
20,2.609492,366.049247
21,2.657033,461.188553
22,3.041273,132.677960
23,2.440436,236.677560
24,2.552256,342.976773
25,2.596662,223.347969
26,2.765176,374.452958
27,2.601697,331.012750
28,2.485746,383.270682
29,2.979952,354.078334
30,2.633660,276.499421
31,2.844234,303.493615
32,2.629922,221.040740
33,2.865359,257.205812
34,2.782214,347.462271
35,2.854074,379.154861
36,2.789927,410.868509
37,2.703454,214.023668
38,2.963418,371.303166
39,2.531773,257.664904
40,2.821351,181.331832
41,2.966865,155.270180
