Animal number,912
Age,23
Picture number,7
No,Size,Intensity
1,2.480053,271.915300
2,2.202411,302.555358
3,2.294032,319.789824
4,2.291080,349.271032
5,2.135054,410.243332
6,2.275084,237.751735
7,2.659177,281.742430
8,2.529470,248.550477
9,2.322745,392.714904
10,2.573884,431.228189
11,2.305154,248.513225
12,2.672481,393.982205
13,2.023338,310.060452
14,2.003486,294.852437
15,2.690687,305.743584
16,2.376536,316.208356
17,2.100128,272.531870
18,2.029660,210.126208
19,2.603043,198.727044
20,2.357134,266.511367
21,2.644466,302.373347
22,2.340054,343.822610
23,2.297927,207.064130
24,2.380968,293.280225
25,2.332180,306.145958
26,2.582540,210.776730
27,2.002474,221.313546
28,2.167251,328.288769
29,2.106597,356.269819
30,2.314181,390.614660
