Animal number,1043
Age,20
Picture number,3
No,Size,Intensity
1,2.402980,325.461543
2,2.341581,308.283443
3,2.316025,365.993545
4,2.640514,197.212875
5,2.489681,278.754846
6,2.752673,180.683858
7,2.777844,382.953173
8,2.862215,297.279806
9,2.840922,135.394217
10,2.758749,305.164528
11,2.477881,215.595460
12,2.463587,270.137057
13,2.843493,159.758897
14,2.622546,324.245573
15,2.306342,263.482257
16,2.556839,364.078441
17,2.544063,254.465061
18,2.212360,313.944263
19,2.612207,280.693479
20,2.674632,258.517068
21,2.474088,377.557071
22,2.326217,355.892706
23,2.759963,251.923990
24,2.493560,323.429333
25,2.545554,263.897176
26,2.657420,228.935146
27,2.741045,240.989688
28,2.401871,126.728423
29,2.795205,306.068432
30,2.327363,314.732842
31,2.274657,360.779291
32,2.789697,313.117532
33,2.572388,252.132232
34,2.705219,243.176990
35,2.516332,178.982750
